full_text,text_processed,text_processed1,label,score,panjang
@BudiBukanIntel Takutnya ini juga bayaran buat lengserkan Prabowo &amp; naikin Gibran jadi presiden ,takut bayar lengser prabowo naikin gibran presiden,budibukanintel takutnya ini juga bayaran buat lengserkan prabowo naikin gibran jadi presiden,neutral,0.9942765831947328,7
@UncuPaoel @MALAYSIA_JAYA Halo Uncu Paoel saya abeks dari masa depan tepatnya 2024. Saya mau mengabarkan bahwa pak prabowo sudah jadi presiden sesuai harapan kamu tapi,halo uncu paoel abeks tepat abar prabowo presiden sesuai harap,uncupaoel malaysia jaya halo uncu paoel saya abeks dari masa depan tepatnya saya mau mengabarkan bahwa pak prabowo sudah jadi presiden sesuai harapan kamu tapi,neutral,0.964102566242218,10
Praperadilan Hasto ditolak maka sah Hasto sebagai tersangka. spekulasi akan adanya deal2 politik tampaknya samasekali tidak terbukti Menyala presiden @prabowo https://t.co/UOTb6admrd,praperadilan hasto tolak sah hasto sangka spekulasi deal politik samasekali bukti nyala presiden prabowo,praperadilan hasto ditolak maka sah hasto sebagai tersangka spekulasi akan adanya deal politik tampaknya samasekali tidak terbukti menyala presiden prabowo,negative,0.9767214059829712,14
Prabowo ini memang ga beres jd Presiden. Tp jgn malah lu bandingin sm Presiden Soeharto trs lu glorifikasi itu Harto. Sama aja buruknya itu berdua!,prabowo beres presiden jgn bandingin presiden soeharto trs glorifikasi harto buruk dua,prabowo ini memang tidak beres jd presiden tp jgn malah lu bandingin sm presiden soeharto trs lu glorifikasi itu harto sama aja buruknya itu berdua,negative,0.9677959084510804,12
Skandal Suap Rp920 Miliar! Jaksa Dituding Tutupi Asal-Usul Dana Presiden Prabowo Diminta Copot Jampidsus https://t.co/MStIrLbFOM,skandal suap miliar jaksa tuding tutup usul dana presiden prabowo copot jampidsus,skandal suap rp miliar jaksa dituding tutupi asal usul dana presiden prabowo diminta copot jampidsus,neutral,0.9108772277832032,12
/pkb-sebut-langkah-presiden-prabowo-untuk-restart-pembangunan-sangat-efektif https://t.co/A5helpQVPE,pkb langkah presiden prabowo restart bangun efektif,pkb sebut langkah presiden prabowo untuk restart pembangunan sangat efektif,positive,0.9105676412582396,7
Prediksi: Setelah gagal mengkooptasi Presiden @prabowo untuk intervensi hukum kasus Hasto maka sejak sekarang PDIP akan melakukan serangan2 brutal bukan lagi kepada pak @jokowi saja tetapi langsung kepada pemerintahan Prabowo.,prediksi gagal kooptasi presiden prabowo intervensi hukum hasto pdip serang brutal langsung perintah prabowo,prediksi setelah gagal mengkooptasi presiden prabowo untuk intervensi hukum kasus hasto maka sejak sekarang pdip akan melakukan serangan brutal bukan lagi kepada pak jokowi saja tetapi langsung kepada pemerintahan prabowo,positive,0.9194557666778564,14
Presiden Prabowo meminta tim desain bangunan yudikatif dan legislatif untuk IKN melakukan studi banding ke Mesir Turki dan India. #bisnisupdate #update #bisnis #ignews https://t.co/arkFn1eoI7 https://t.co/DGY2lQVQNL,presiden prabowo tim desain bangun yudikatif legislatif ikn studi banding mesir turki india bisnisupdate update bisnis ignews,presiden prabowo meminta tim desain bangunan yudikatif dan legislatif untuk ikn melakukan studi banding ke mesir turki dan india bisnisupdate update bisnis ignews,neutral,0.950776219367981,17
1. Nah apa sy bilang sekarang naik tagar #savekipkuliah dan yg dihujat Presiden @prabowo. Karena dianggap beliau yg minta KIPK dipangkas. Padahal tidak. @bang_dasco @PartaiSocmed @Gerindra. Namun tetap harus diakui masalahnya di Inpres dan mekanisme pelaksanannya yg buruk. https://t.co/m844aowywn,bilang tagar savekipkuliah hujat presiden prabowo anggap beliau kipk pangkas aku inpres mekanisme pelaksanannya buruk,nah apa sy bilang sekarang naik tagar savekipkuliah dan yang dihujat presiden prabowo karena dianggap beliau yang minta kipk dipangkas padahal tidak bang dasco partaisocmed gerindra namun tetap harus diakui masalahnya di inpres dan mekanisme pelaksanannya yang buruk,neutral,0.9783939719200134,15
Rakyat Bersatu tantang Presiden Prabowo perintahkan KPK segera panggil &amp; periksa Jokowi Mulyono terkait kasus Korupsi Kolusi Nepotisme yg melibatkan keluarga &amp; circle oligarki 9 Naga AGAR LEBIH PAHAM LEBIH JELAS GPP perintah via Mayor Teddy OKE GAS OKE GAS DIGUNAKAN UNTUK RAKYAT https://t.co/l7y9V9jgo5,rakyat satu tantang presiden prabowo perintah kpk panggil periksa jokowi mulyono kait korupsi kolusi nepotisme libat keluarga circle oligarki naga paham gpp perintah via mayor teddy oke gas oke gas rakyat,rakyat bersatu tantang presiden prabowo perintahkan kpk segera panggil periksa jokowi mulyono terkait kasus korupsi kolusi nepotisme yang melibatkan keluarga circle oligarki naga agar lebih paham lebih jelas gpp perintah via mayor teddy oke gas oke gas digunakan untuk rakyat,neutral,0.9576401710510254,31
@UmarHasibuan__ Pada 2016 saat berpangkat letnan Teddy direkrut Jokowi jadi asisten ajudan presiden utk tugas2 khusus. Pada 2020 mayor Teddy ditransfer menjadi ajudan menteri pertahanan Prabowo. Hingga sekarang menjadi ...... https://t.co/5aHXVUpor4,pangkat letnan teddy rekrut jokowi asisten ajudan presiden tugas khusus mayor teddy transfer ajudan menteri tahan prabowo,umarhasibuan pada saat berpangkat letnan teddy direkrut jokowi jadi asisten ajudan presiden untuk tugas khusus pada mayor teddy ditransfer menjadi ajudan menteri pertahanan prabowo hingga sekarang menjadi,neutral,0.9770748615264891,17
Kpd @MahkamahAgung kenapa harus menunggu sentilan Presiden @prabowo utk menetapkan putusan hukuman yg layak utk Harvey Moeis dari 6 5 tahun menjadi 20 tahun? Klean makin aneh saja pikirku.,kpd tunggu sentil presiden prabowo tetap putus hukum layak harvey moeis klean aneh pikir,kpd mahkamahagung kenapa harus menunggu sentilan presiden prabowo untuk menetapkan putusan hukuman yang layak untuk harvey moeis dari tahun menjadi tahun klean makin aneh saja pikirku,neutral,0.971338987350464,14
PRESIDEN PRABOWO MURKA..!! 603Trilyun Uang Negara dihamburkan Untuk Perjalanan dinas pejabat studi banding tanpa hasil seremonial yg gak penting dll simak video berikut https://t.co/SwxaFgRBHX,presiden prabowo murka trilyun uang negara hambur jalan dinas jabat studi banding hasil seremonial dll simak video,presiden prabowo murka trilyun uang negara dihamburkan untuk perjalanan dinas pejabat studi banding tanpa hasil seremonial yang tidak penting dll simak video berikut,neutral,0.9921878576278688,17
Bukan ESEMKA tapi Togg T10X Prabowo dihadiahi mobil listrik Togg T10X oleh Presiden Turki Erdogan di Istana Bogor Erdogan mungkin mau NGELEDEK Jokowi dan Indonesia yang dulu KOAR2 mau produksi mobil nasional ESEMKA dan mobil listrik sendiri tapi Wipernya pun gak ada Togg https://t.co/xlZo5oGr7G,esemka togg prabowo hadiah mobil listrik togg presiden turki erdogan istana bogor erdogan ngeledek jokowi indonesia koar produksi mobil nasional esemka mobil listrik wipernya togg,bukan esemka tapi togg prabowo dihadiahi mobil listrik togg oleh presiden turki erdogan di istana bogor erdogan mungkin mau ngeledek jokowi dan indonesia yang dulu koar mau produksi mobil nasional esemka dan mobil listrik sendiri tapi wipernya pun tidak ada togg,negative,0.988631546497345,25
Presiden Prabowo Dapat Hadiah dari Erdogan Mobil Listrik Buatan Turki TOGG https://t.co/fIqJQSGNWH,presiden prabowo hadiah erdogan mobil listrik buat turki togg,presiden prabowo dapat hadiah dari erdogan mobil listrik buatan turki togg,negative,0.9319919347763062,9
@c0upsrang @Agakgini Temenku yg well educated bangettt milih 02 krn alasan SOALNYA PRABOWO KAYA ANIS MISKIN. KALAU ANIS YG JD PRESIDEN NANTI DIA KORUPSI . Ya Allah gue ampe diem saking shocknya. SEDENG GUE RASA. Itu asumsi. Au ahhh disodorin data fakta tp malah liat kekayaan doang ,temenku well educated bangettt milih krn alas prabowo kaya anis miskin anis presiden korupsi allah gue ampe diem saking shocknya sedeng gue asumsi ahhh disodorin data fakta liat kaya doang,upsrang agakgini temenku yang well educated bangettt milih krn alasan soalnya prabowo kaya anis miskin kalau anis yang jd presiden nanti dia korupsi ya allah gue ampe diem saking shocknya sedeng gue rasa itu asumsi au ahhh disodorin data fakta tp malah liat kekayaan doang,neutral,0.9959404468536376,30
NENEK AWE WARGA REMPANG 67 TAHUN MEMENUHI PANGGILAN POLISI SEBAGAI TERSANGKA KARENA MENOLAK PSN Ingat ya PSN itu proyek swasta yg memakai label Negara. Mungkin lama kelamaan akan semakin byk memakan korban bkn mensejahterakan. Tolong pak Presiden @prabowo @DPR_RI https://t.co/8padyzU7Lt,nenek awe warga rempang penuh panggil polisi sangka tolak psn psn proyek swasta pakai label negara byk makan korban bkn sejahtera tolong presiden prabowo,nenek awe warga rempang tahun memenuhi panggilan polisi sebagai tersangka karena menolak psn ingat ya psn itu proyek swasta yang memakai label negara mungkin lama kelamaan akan semakin byk memakan korban bkn mensejahterakan tolong pak presiden prabowo dpr ri,positive,0.9735742807388306,24
Momentum gebrakan efisiensi anggaran oleh Presiden Prabowo baik utk dimanfaatkan evaluasi total kualitas &amp; relevansi anggaran APBN &amp; APBD seluruh Indonesia dg tujuan &amp; sasaran pembangunan. Sejak reformasi terdapat setdknya sekitar 50% anggaran mubazir yg tdk brguna utk rakyat.,momentum gebrak efisiensi anggar presiden prabowo manfaat evaluasi total kualitas relevansi anggar apbn apbd indonesia tuju sasar bangun reformasi setdknya anggar mubazir tdk brguna rakyat,momentum gebrakan efisiensi anggaran oleh presiden prabowo baik untuk dimanfaatkan evaluasi total kualitas relevansi anggaran apbn apbd seluruh indonesia dg tujuan sasaran pembangunan sejak reformasi terdapat setdknya sekitar anggaran mubazir yang tidak brguna untuk rakyat,positive,0.92787903547287,25
@prabowo Jèlas anda lupa pak presiden . Lebih baik batalkan maksi gratisnya alokasikan untuk membangun sekolah penunjangnya seperti jembatan jalan yg aman untuk dilewati guru honorernya gedung serta perlengkapannya. Insyaalloh rakyat akan lebih mendukung dan akan lebih bermanfaat.,prabowo las lupa presiden batal maksi gratis alokasi bangun sekolah tunjang jembatan jalan aman lewat guru honorer gedung lengkap insyaalloh rakyat dukung manfaat,prabowo las anda lupa pak presiden lebih baik batalkan maksi gratisnya alokasikan untuk membangun sekolah penunjangnya seperti jembatan jalan yang aman untuk dilewati guru honorernya gedung serta perlengkapannya insyaalloh rakyat akan lebih mendukung dan akan lebih bermanfaat,negative,0.9911694526672364,23
@prabowo @RTErdogan Saya sedih melihat anda wahai Prabowo. Susah-susah jadi Presiden saat jadi Presiden malah nyusahin rakyat dgn kebijakan efisiensi konyol. Anak sekolah makan gratis orang tuanya kena PHK. Sementara kabinet gemoy anda menghamburkan uang rakyat. Berjubel Stafsus dan Wamen pula,prabowo sedih prabowo susah susah presiden presiden nyusahin rakyat bijak efisiensi konyol anak sekolah makan gratis orang tua kena phk kabinet gemoy hambur uang rakyat jubel stafsus wamen,prabowo rterdogan saya sedih melihat anda wahai prabowo susah susah jadi presiden saat jadi presiden malah nyusahin rakyat dengan kebijakan efisiensi konyol anak sekolah makan gratis orang tuanya kena phk sementara kabinet gemoy anda menghamburkan uang rakyat berjubel stafsus dan wamen pula,positive,0.9487956762313844,28
Penandatanganan MoU tentang kerja sama strategis di bidang industri pertahanan antara @Kemhan_RI dan Sekretariat Industri Pertahanan Kepresidenan Republik Turkiye yang disaksikan langsung oleh Presiden @prabowo dan Presiden Republik Turkiye Recep Tayyip Erdogan @RTErdogan di https://t.co/uMswxUw8xd,penandatanganan mou kerja strategis bidang industri tahan sekretariat industri tahan presiden republik turkiye saksi langsung presiden prabowo presiden republik turkiye recep tayyip erdogan,penandatanganan mou tentang kerja sama strategis di bidang industri pertahanan antara kemhan ri dan sekretariat industri pertahanan kepresidenan republik turkiye yang disaksikan langsung oleh presiden prabowo dan presiden republik turkiye recep tayyip erdogan rterdogan di,neutral,0.9922053217887878,23
Rupanya Presiden Prabowo Tidak Mau Jadi Kambing Hitam Dari Carut Marut Rusaknya Negara Ini. - Tapi Pak Prabowo Juga Tidak Berani Mengambil Keputusan Yg Terbaik Untuk Bangsa &amp; Negara ini. - Maka Biar Rakyat Saja Yg Membersihkan Negara Ini. 🇲🇨🇲🇨 https://t.co/kUabzr4DHy,presiden prabowo kambing hitam carut marut rusak negara prabowo berani ambil putus baik bangsa negara biar rakyat bersih negara,rupanya presiden prabowo tidak mau jadi kambing hitam dari carut marut rusaknya negara ini tapi pak prabowo juga tidak berani mengambil keputusan yang terbaik untuk bangsa negara ini maka biar rakyat saja yang membersihkan negara ini,negative,0.976090967655182,19
Selamat menikmati berjalan di kubangan kerbau karena ulah @jokowi yang utang ugal-ugalan selama utang ga diaudit maka pak @prabowo akan dianggap sebagai presiden yang cuma bisa nyusahin rakyat doank ia ga sih ? https://t.co/xUfQld145y,selamat nikmat jalan kubang kerbau ulah utang ugal ugalan utang audit prabowo anggap presiden nyusahin rakyat doank,selamat menikmati berjalan di kubangan kerbau karena ulah jokowi yang utang ugal ugalan selama utang tidak diaudit maka pak prabowo akan dianggap sebagai presiden yang cuma bisa nyusahin rakyat doank ia tidak sih,neutral,0.9098409414291382,17
Anggota DPR Curiga Pembangunan IKN Hanya Ambisi Jokowi Bukan Misi Presiden Prabowo https://t.co/H9hINf2VmA,anggota dpr curiga bangun ikn ambisi jokowi misi presiden prabowo,anggota dpr curiga pembangunan ikn hanya ambisi jokowi bukan misi presiden prabowo,neutral,0.9026411771774292,10
Presiden @prabowo tidak main2.. Tunggulah saat masa itu tiba kala masa bertobat tak dimanfaatkan sebaik-baiknya https://t.co/8CG3qhFscN,presiden prabowo main tunggu tobat manfaat baik,presiden prabowo tidak main tunggulah saat masa itu tiba kala masa bertobat tak dimanfaatkan sebaik baiknya,neutral,0.9920963048934937,7
PMX @anwaribrahim dapat. Presiden Indonesia @prabowo dapat. @chedetofficial dapat tak? @Sir_Azri? https://t.co/zVbfpk102k,pmx presiden indonesia prabowo,pmx anwaribrahim dapat presiden indonesia prabowo dapat chedetofficial dapat tak sir azri,neutral,0.9639651775360109,4
Kepala Badan BP Taskin @budimandjatmiko Melalukan Kunjungan Pelaksanaan Program Cek Kesehatan Gratis di Puskemas Cilincing pada Senin (10/2/2025) Program Cek Kesehatan Gratis merupakan salah satu program unggulan Presiden Prabowo Subianto program ini dilaksanakan di seluruh https://t.co/VXGCj7IWvi,kepala badan taskin lalu kunjung laksana program cek sehat gratis puskemas cilincing senin program cek sehat gratis salah program unggul presiden prabowo subianto program laksana,kepala badan bp taskin budimandjatmiko melalukan kunjungan pelaksanaan program cek kesehatan gratis di puskemas cilincing pada senin program cek kesehatan gratis merupakan salah satu program unggulan presiden prabowo subianto program ini dilaksanakan di seluruh,neutral,0.9505905508995056,25
...Manunggaling kawulo Mulyono: 1. Prabowo adalah jilid ke-3 aku. 2. Karena tanpaku mustahil Prabowo jadi presiden. 3. Maka kami adalah dwitunggal. 4. Aku adalah Prabowo. 5. Prabowo adalah Aku... (`` ),manunggaling kawulo mulyono prabowo jilid tanpa mustahil prabowo presiden dwitunggal prabowo prabowo,manunggaling kawulo mulyono prabowo adalah jilid ke aku karena tanpaku mustahil prabowo jadi presiden maka kami adalah dwitunggal aku adalah prabowo prabowo adalah aku,negative,0.9115936756134032,12
Kata kalian Jokowi presiden yg berhasil lalu knp skrng kalian mati2an berusaha lakukan penghematan? Dan kata Jokowi di kantongnya ada ribuan triliun knp ga gunakan yang itu aja pak @prabowo? Naikin tagar #AnggaranBijakUntukRakyat tp bikin kabinet gemuk asu kalian semua. https://t.co/cRqFPgowHY,jokowi presiden hasil knp skrng mati usaha laku hemat jokowi kantong ribu triliun knp prabowo naikin tagar anggaranbijakuntukrakyat bikin kabinet gemuk asu,kata kalian jokowi presiden yang berhasil lalu knp skrng kalian mati an berusaha lakukan penghematan dan kata jokowi di kantongnya ada ribuan triliun knp tidak gunakan yang itu aja pak prabowo naikin tagar anggaranbijakuntukrakyat tp bikin kabinet gemuk asu kalian semua,positive,0.9036498665809632,22
Pak Harto jadi Presiden dari penyerahan Bung Karno lwt Supersemar. Pak Habibie jadi Presiden diserahkan oleh Pak Harto. Pak Prabowo jadi Presiden krn pilihan rakyat. Tapi Pak Harto dan Pak Habibie berani beda dg Presiden yg menjadikannya demi selamatkan negaranya. Pak Prabowo ?,harto presiden serah karno lwt supersemar habibie presiden serah harto prabowo presiden krn pilih rakyat harto habibie berani beda presiden jadi selamat negara prabowo,pak harto jadi presiden dari penyerahan bung karno lwt supersemar pak habibie jadi presiden diserahkan oleh pak harto pak prabowo jadi presiden krn pilihan rakyat tapi pak harto dan pak habibie berani beda dg presiden yang menjadikannya demi selamatkan negaranya pak prabowo,negative,0.9549351930618286,24
Harga saham langsung anjlok setelah ada pernyataan Presiden Prabowo seakan tidak mau dipisahkan dengan Jokowi https://t.co/erqIuV7tVe,harga saham langsung anjlok nyata presiden prabowo akan pisah jokowi,harga saham langsung anjlok setelah ada pernyataan presiden prabowo seakan tidak mau dipisahkan dengan jokowi,neutral,0.9410429000854492,10
Semua rakyat menantang presiden @prabowo Beranikah melakukan penegakan hukum bukan hanya tajam kebawah terus menerus sedang yg di atas dipelihara. https://t.co/CysRMhQ3gS,rakyat tantang presiden prabowo berani tega hukum tajam bawah terus pelihara,semua rakyat menantang presiden prabowo beranikah melakukan penegakan hukum bukan hanya tajam kebawah terus menerus sedang yang di atas dipelihara,negative,0.9988515377044678,11
Jika terbukti ijazah palsu maka semua keputusan Jokowi selama 10 tahun tidak Syah termasuk hutang imf dan Tiongkok dan ibukota yg sudah dipindah di IKN menurut pakar² hukum. Karena pembohongan publik. Masalahnya presiden @prabowo mendukung tidak tuntutan Rakyatnya. https://t.co/i6iFQoQ1E0,bukti ijazah palsu putus jokowi syah hutang imf tiongkok ibukota pindah ikn pakar hukum bohong publik presiden prabowo dukung tuntut rakyat,jika terbukti ijazah palsu maka semua keputusan jokowi selama tahun tidak syah termasuk hutang imf dan tiongkok dan ibukota yang sudah dipindah di ikn menurut pakar hukum karena pembohongan publik masalahnya presiden prabowo mendukung tidak tuntutan rakyatnya,neutral,0.9742263555526732,21
2 Pesan Penting Hendri Satrio Untuk Presiden Prabowo: 1. Segera Sikat Raja2 Kecil. 2. Stop Gaji Pensiun Yaqut C.Q. . Video Selengkapnya: https://t.co/z6JR2XKQBo .. https://t.co/989XFrfzSp,pesan hendri satrio presiden prabowo sikat raja stop gaji pensiun yaqut video lengkap,pesan penting hendri satrio untuk presiden prabowo segera sikat raja kecil stop gaji pensiun yaqut video selengkapnya,neutral,0.9602391719818116,13
 .....jangan ganggu kemiskinan kami ! ujar rakyat kecil tepat di depan hidung kekuasaan pada Selasa 4 Februari 2025 lalu di Cibodas Kota Tangerang _______ Presiden @prabowo Kendati yang anda lihat di luar pagar kekuasaan hanyalah ikan kecil namun ketika jumlah ikan - https://t.co/z37euR1aSZ,ganggu miskin rakyat hidung kuasa selasa februari cibodas kota tangerang presiden prabowo kendati lihat pagar kuasa ikan ikan,jangan ganggu kemiskinan kami ujar rakyat kecil tepat di depan hidung kekuasaan pada selasa februari lalu di cibodas kota tangerang presiden prabowo kendati yang anda lihat di luar pagar kekuasaan hanyalah ikan kecil namun ketika jumlah ikan,neutral,0.9888548254966736,18
BREAKING Presiden Turkiye 🇹🇷 Erdogan tiba di Jakarta. Erdogan akan melakukan pertemuan bilateral dengan Presiden Prabowo besok di Istana Bogor. https://t.co/8o7bP1RsQs,breaking presiden turkiye erdogan jakarta erdogan temu bilateral presiden prabowo besok istana bogor,breaking presiden turkiye erdogan tiba di jakarta erdogan akan melakukan pertemuan bilateral dengan presiden prabowo besok di istana bogor,negative,0.9962193369865416,13
Kata pak bowo alias presiden prabowo kita lakukan penghematan demi efisiensi untuk program makan siang gratis Real kemenetrian lembaga stafsus nambah liat deddy corbuzier Justru anggaran parcok divisi peras jalanan naik buat nambah pajak ya pak Cabut polisi https://t.co/c7OyfTLmg2,bowo alias presiden prabowo laku hemat efisiensi program makan siang gratis real kemenetrian lembaga stafsus nambah liat deddy corbuzier anggar parcok divisi peras jalan nambah pajak cabut polisi,kata pak bowo alias presiden prabowo kita lakukan penghematan demi efisiensi untuk program makan siang gratis real kemenetrian lembaga stafsus nambah liat deddy corbuzier justru anggaran parcok divisi peras jalanan naik buat nambah pajak ya pak cabut polisi,neutral,0.930046021938324,28
Prabowo Siap Mati Demi Bangsa dan Rakyat Indonesia Udah berapa ratus kali ngomong kek gini semenjak dari akmil nyapres ampe presiden? Sekarang harusnya @prabowo siap bekerja keras untuk kepentingann bangsa dan rakyat Indonesia Mati sekarang ya Gibran lah jadi presiden!,prabowo mati bangsa rakyat indonesia udah ratus kali ngomong kek gin semenjak akmil nyapres ampe presiden prabowo keras kepentingann bangsa rakyat indonesia mati gibran presiden,prabowo siap mati demi bangsa dan rakyat indonesia udah berapa ratus kali ngomong kek gini semenjak dari akmil nyapres ampe presiden sekarang harusnya prabowo siap bekerja keras untuk kepentingann bangsa dan rakyat indonesia mati sekarang ya gibran lah jadi presiden,positive,0.9801120162010192,25
️ Sikap Presiden Prabowo Lindungi atau Adili Jokowi ? By Faizal Assegaf (kritikus politik) Hanya beberapa jam usai demo serentak mendesak Jokowi diadili Prabowo muncul bereaksi. Kembali menegaskan kesetiannya pada Jokowi. Bahkan seolah terusik dan menuding ada upaya https://t.co/0qFgwhLrAa,sikap presiden prabowo lindung adil jokowi faizal assegaf kritikus politik jam demo serentak desak jokowi adil prabowo muncul reaksi seti jokowi usik tuding upaya,sikap presiden prabowo lindungi atau adili jokowi by faizal assegaf kritikus politik hanya beberapa jam usai demo serentak mendesak jokowi diadili prabowo muncul bereaksi kembali menegaskan kesetiannya pada jokowi bahkan seolah terusik dan menuding ada upaya,neutral,0.9882668852806092,24
KOMPAK PRESIDEN PRABOWO DAN MAS WAPRES HADIR PERINGATAN HARLAH NU KE 102 ️🇮🇩 yg mau pecah belah adu domba adalah antek penjajah pengkhianat NKRI. https://t.co/FvBd5hnOd9,kompak presiden prabowo mas wapres hadir ingat harlah pecah belah adu domba antek jajah khianat nkri,kompak presiden prabowo dan mas wapres hadir peringatan harlah nu ke yang mau pecah belah adu domba adalah antek penjajah pengkhianat nkri,neutral,0.9608644247055054,16
MAYOR TEDDY Mata dan telinga Presiden Prabowo di Media Sosial https://t.co/OyIzUDuZaa,mayor teddy mata telinga presiden prabowo media sosial,mayor teddy mata dan telinga presiden prabowo di media sosial,neutral,0.9594670534133912,8
Breaking News Kejagung Geledah Kantor anak Buah Bahlil Jangan Takut Jangan Ragu Maju terus Kejaksaan!. Presiden @prabowo dan rakyat pasti mendukung langkah tegas para Jaksa membasmi Benalu diseluruh pelosok Negeri https://t.co/Bm0zIEUlnA,breaking news jagung geledah kantor anak buah bahlil takut ragu maju jaksa presiden prabowo rakyat dukung langkah jaksa basmi benalu seluruh pelosok negeri,breaking news kejagung geledah kantor anak buah bahlil jangan takut jangan ragu maju terus kejaksaan presiden prabowo dan rakyat pasti mendukung langkah tegas para jaksa membasmi benalu diseluruh pelosok negeri,positive,0.9407457113265992,23
@TirtoID Lebih lucu lagi kalau anda sebagai presiden terpilih tapi tidak mampu melepaskan bayang2 &amp; pengaruh presiden sebelumnya pak @prabowo !!. Bangsa ini tiap pemilu selalu berharap mendapat presiden yg jauh lebih baik dari presiden sebelumnya. Anda mau mematahkan harapan itu pak????,lucu presiden pilih lepas bayang pengaruh presiden prabowo bangsa milu harap presiden presiden patah harap,tirtoid lebih lucu lagi kalau anda sebagai presiden terpilih tapi tidak mampu melepaskan bayang pengaruh presiden sebelumnya pak prabowo bangsa ini tiap pemilu selalu berharap mendapat presiden yang jauh lebih baik dari presiden sebelumnya anda mau mematahkan harapan itu pak,negative,0.9337762594223022,15
. . JRENG JREENNG !! Kejaksaan Agung memeriksa Kantor Anak Buah Bahlil di Ditjen Migas Disinyalir terkait Gas LPG 3 Kilogram Udah bener ini Pak Presiden @prabowo .. Kalau disuru Mundur Kaga Mau .. Kasi Masuk aja ini Barangnya Mulyono Jangan bikin Coreng Kabinet Anda Pak !! . . https://t.co/fISwnC03TW,jreng jreenng jaksa agung periksa kantor anak buah bahlil ditjen migas sinyalir kait gas lpg kilogram udah bener presiden prabowo disuru mundur kaga kasi masuk barang mulyono bikin coreng kabinet,jreng jreenng kejaksaan agung memeriksa kantor anak buah bahlil di ditjen migas disinyalir terkait gas lpg kilogram udah bener ini pak presiden prabowo kalau disuru mundur kaga mau kasi masuk aja ini barangnya mulyono jangan bikin coreng kabinet anda pak,neutral,0.9784510135650636,30
MEMANG LUCU MEREKA ITU ... Presiden Prabowo Ada Yang Mau Misah-misahkan Saya Sama Pak Jokowi Lucu Juga https://t.co/O0ufKaCiTf,lucu presiden prabowo misah misahkan jokowi lucu,memang lucu mereka itu presiden prabowo ada yang mau misah misahkan saya sama pak jokowi lucu juga,negative,0.9433978796005248,7
Itu disampaikan Presiden Prabowo dalam sambutannya saat membuka Kongres XVIII Muslimat Nahdlatul Ulama (NU) di Jatim International Expo Surabaya Senin (10/2/2025). Prabowo menegaskan tujuan diberlakukannya efisiensi anggaran adalah untuk memberikan makan gratis kepada https://t.co/PK6TpYd1Zz,presiden prabowo sambut buka kongres xviii muslimat nahdlatul ulama jatim international expo surabaya senin prabowo tuju laku efisiensi anggar makan gratis,itu disampaikan presiden prabowo dalam sambutannya saat membuka kongres xviii muslimat nahdlatul ulama nu di jatim international expo surabaya senin prabowo menegaskan tujuan diberlakukannya efisiensi anggaran adalah untuk memberikan makan gratis kepada,neutral,0.986416220664978,21
Presiden Prabowo: Ada Yang Sekarang Mau Pisahkan Saya Sama Pak Jokowi Lucu Juga ! Mati gaya semua ternakan Onta kebo &amp; londe ireng mendengar pidato Pak Prabowo Sehat selalu Pak Prabowo &amp; Pak Jokowi https://t.co/0pLPAFE7Np,presiden prabowo pisah jokowi lucu mati gaya terna onta kebo londe ireng dengar pidato prabowo sehat prabowo jokowi,presiden prabowo ada yang sekarang mau pisahkan saya sama pak jokowi lucu juga mati gaya semua ternakan onta kebo londe ireng mendengar pidato pak prabowo sehat selalu pak prabowo pak jokowi,positive,0.904254913330078,18
Tidak ada yang kebal hukum di Negara Kesatuan Republik Indonesia dibawah kepemimpinan Presiden Prabowo Subianto. https://t.co/O8TWm5azzy,kebal hukum negara satu republik indonesia bawah pimpin presiden prabowo subianto,tidak ada yang kebal hukum di negara kesatuan republik indonesia dibawah kepemimpinan presiden prabowo subianto,neutral,0.9844189286231996,11
Harapan Presiden @prabowo hanya satu melihat anak2 tumbuh sehat riang cerdas dan berdaya saing global kelak Saat Presiden mengunjungi SDN Kedung Jaya 1 Bogor Jawa Barat meninjau pelaksanaan MBG hari ini anak2 sangat senang jumpa Presiden rasa ortunya sendiri https://t.co/jbIHEiNMe1,harap presiden prabowo anak tumbuh sehat riang cerdas daya saing global kelak presiden unjung sdn kedung jaya bogor jawa barat tinjau laksana mbg anak senang jumpa presiden ortunya,harapan presiden prabowo hanya satu melihat anak tumbuh sehat riang cerdas dan berdaya saing global kelak saat presiden mengunjungi sdn kedung jaya bogor jawa barat meninjau pelaksanaan mbg hari ini anak sangat senang jumpa presiden rasa ortunya sendiri,neutral,0.9846654534339904,28
Hari ini (10/2) program Cek Kesehatan Gratis (CKG) resmi dimulai sebagai kado spesial dari Presiden @Prabowo bagi masyarakat yang berulang tahun. Saya meninjau langsung pelaksanaannya di Puskesmas Beji Depok bersama Dirjen Pelayanan Kesehatan @kemenkesRI Jubir @pco_ri serta https://t.co/ul1rwsVL2c,program cek sehat gratis ckg resmi kado spesial presiden prabowo masyarakat ulang tinjau langsung laksana puskesmas beji depok dirjen layan sehat jubir,hari ini program cek kesehatan gratis ckg resmi dimulai sebagai kado spesial dari presiden prabowo bagi masyarakat yang berulang tahun saya meninjau langsung pelaksanaannya di puskesmas beji depok bersama dirjen pelayanan kesehatan kemenkesri jubir pco ri serta,neutral,0.9147983193397522,22
