,full_text,label,text_processed,label_num
4192,Presiden @prabowo nyatakan saja Indonesia Darurat Anggaran: 1. Kurangi fasilitas Pejabat. 2. Hentikan Proyek rugi; IKN KCJB Subsidi Mobil Listrik dst . 3. Wajib donasi dari para taipan dan pengusaha papan atas. 4. Sikat habis para koruptor. 5. Fokus orientasi apbn untuk,neutral,presiden nyata indonesia darurat anggar kurang fasilitas jabat henti proyek rugi ikn kcjb subsidi mobil listrik dst wajib donasi taipan usaha papan sikat habis koruptor fokus orientasi apbn,0
4193,Apakah presiden @prabowo bisa menunda atau menurunkan kenaikan tarif PPN? Jawabnya BISA dan sangat BISA! pasal 7 ayat 3 dan 4 UU HPP memungkinkan itu Masalahnya sekarang apakah prabowo MAU atau TIDAK? https://t.co/5dbFkA8GMe,negative,presiden tunda turun naik tarif ppn pasal ayat uu hpp prabowo,2
4194,@Puthutea Nilai PPN 12% sangat berat buat rakyat berekonomi menengah kebawah walaupun tdk bertransaksi barang mewah tp imbas PPN 12 % akan sangat terasa berat oleh mereka. Maka pak presiden @prabowo tolong keluarkan Perpu unt hindarkan rakyat dari beban yg berat tsb. https://t.co/DRGNNFScW8,negative,nilai ppn berat rakyat ekonom tengah bawah tdk be ransaksi barang mewah tp imbas ppn berat presiden tolong keluar perpu unt hindar rakyat beban yg berat tsb,2
4195,Ilmu dan cara Presiden ke 7 pak Jokowi yang menurun kepada presiden ke 8 pak Prabowo salah satunya adalah janjinya tentang pemberantasan korupsi. Dulu sebelum jadi Presiden sangat berbeda dengan setelah jadi presiden. Nampaknya penyakit inkonsisten alias bicara mencla mencle https://t.co/X8VzLNQJVS,negative,ilmu presiden jokowi turun presiden prabowo salah satu janji berantas korupsi presiden beda presiden nampaknya sakit inkonsisten alias bicara mencla mencle,2
4196,Rakyat Rempang menagih janji Bpk Presiden @prabowo utk rela mati demi membela rakyat demi keadilan dan kebenaran https://t.co/r3PZRDwbjg,positive,rakyat rempang tagih janji bpk presiden utk rela mati bela rakyat adil benar,1
4197,Presiden Turki Recep Tayyip Erdogan Walk Out saat Presiden Indonesia Prabowo Subianto hendak memulai pidatonya di forum KTT D-8 pada Jumat 20 Desember 2024. Sebelum Erdogan nampak beberapa delegasi dari negara lain pun Walk Out sebelum Prabowo berbicara. Tidak ada https://t.co/jaJLNRhtGo,negative,presiden turki recep tayyip erdogan walk out presiden indonesia prabowo subianto pidato forum ktt d jumat desember erdogan nampak delegasi negara walk out prabowo bicara,2
4198,@tanyarlfes salah semua partai. prabowo sebagai presiden bisa membatalkan kenaikan ppn dengan bikin perppu. tapi nggak yakin soalnya pemerintah lagi butuh duit buat menjalankan program makan siang https://t.co/vEpVcChkqV,neutral,salah pa ai prabowo presiden batal naik ppn bikin perppu nggak perintah butuh duit jalan program makan siang,0
4199,Seandainya Megawati atau Puan yg maju capres 2014 gue yakin Pak Prabowo udah jadi presiden sejak tahun 2014 Pencerahan yg cerdas dari Bang @Fahrihamzah itulah demokrasi sesungguhnya gue pilih Pak Jokowi bukan krn partai Banteng. Banteng merasa paling hebat bisa menentu https://t.co/bv3GJkbTUV,neutral,anda megawati puan yg maju capres gue prabowo udah presiden cerah yg cerdas bang demokrasi sungguh gue pilih jokowi krn pa ai banteng banteng hebat tentu,0
4200,Netizen Indonesia Akan Acungkan 2 Jempol Kepada Presiden @prabowo Dan Kapolri @ListyoSigitP Jika Berani Menangkap Budi Arie Sudah Jelas 9 Pegawai Komdigi 1 Staf Ahli Budi Arie &amp; Uang Ratusan Milyar Di Sita &amp; Memiliki Kantor Khusus Utk Melindungi JUDOL. Kurang Bukti Apa Lagi https://t.co/jj0HcnOnPI,neutral,netizen indonesia acung jempol presiden kapolri berani tangkap budi arie pegawai komdigi staf ahli budi arie amp uang ratus milyar sita amp milik kantor khusus utk lindung judol bukti,0
4201,Jokowi&amp;Kaesang jauh2 hari telah memberi clue ( sanepan) ttg adanya Pabrik Uang Palsu yg ternyata ada Makasar. Perlu waktu utk mengungkap tuntas perkara besar ini karena melibatkan orang2 besar&amp;kuat. Biarlah Presiden Prabowo menuntaskan kerja berat ini. Semangat bekerja Pak!,neutral,jokowi amp kaesang clue sanepan ttg pabrik uang palsu yg makasar utk ungkap tuntas perkara libat orang amp kuat biar presiden prabowo tuntas kerja berat semangat,0
4202,Sebenci apapun Lu ke Prabowo hari ini Lu adalah pendukung Penjilat Penyebok Penyepong &amp; Pemuja Jokowi selama 9 tahun dia berkuasa Dan Sekeras apapun lu menghina Prabowo hari ini Lu adalah penikmat kue kekuasaan &amp; anjing-anjing Herder JKW selama 9 tahun dia jadi Presiden https://t.co/3d3Z7IcZ5R,negative,benci apa lu prabowo lu dukung jilat penyebok penyepong amp puja jokowi kuasa keras apa lu hina prabowo lu nikmat kue kuasa amp anjing anjing herder jkw presiden,2
4203,Saat Presiden Prabowo pidato ERDAGON walk out diikuti pemimpin/presiden negara-negara lain. Why...?? Kenapa ...?? Mungkin bujjer 58% tau jawabannya Disila ...koment lur . https://t.co/ybpmi7leRb,negative,presiden prabowo pidato erdagon walk out ikut pimpin presiden negara negara why bujjer tau jawab sila koment lur,2
4204,Pak Presiden @prabowo mereka mencintai Bapak dan pasti mendukung program Bapak. Perintahkan Menteri/Pemda untk ganti harga tanah mereka dengan pantas yang bisa memungkinkan mereka ada uang cukup minimal untk 5 tahun kedepan sampai dg sawah baru mereka sudah cukup menghasilkan.,negative,presiden cinta dukung program perintah menteri pemda untk ganti harga tanah uang minimal untk depan dg sawah hasil,2
4205,@opposite6892 Mayor Teddy diam saja kursi Presiden Prabowo disenggol Erdogan. Galak cuma sama orang Indonesia aja.,neutral,mayor teddy diam kursi presiden prabowo senggol erdogan galak orang indonesia aja,0
4206,Wah Paspampres Presiden Prabowo Subianto @prabowo sigap tegas tangkas sekaligus humanis Punya Presiden tak berjarak dg rakyat laksana hubungan bapak yg tak berjarak dg anak2 kesayangannya emang bikin ekstra waspada https://t.co/uS2PJhHhpJ,negative,paspampres presiden prabowo subianto sigap tangkas humanis presiden jarak dg rakyat laksana hubung yg jarak dg anak sayang emang bikin ekstra waspada,2
4207,Erdogan Sengaja Menyenggol Kursi Prabowo saat Keluar dari Forum Presiden Turki Recep Tayyip Erdogan dikabarkan melakukan aksi walk out saat Presiden Indonesia Prabowo Subianto berpidato di KTT D-8. Pidato Prabowo Subianto menyentuh isu pembelaan terhadap Palestina dan persatuan https://t.co/3XVdLpBQMI,negative,erdogan sengaja senggol kursi prabowo forum presiden turki recep tayyip erdogan kabar aksi walk out presiden indonesia prabowo subianto pidato ktt d pidato prabowo subianto sentuh isu bela palestina satu,2
4208,Melihat segala dinamika percakapan publik &amp; intelektual bbrp hari ini sekaligus memperhatikan kehidupan rakyat kita dibawah secara keseluruhan sekedar saran pak Presiden @prabowo: ada baiknya ditunda saja dulu PPN 12 % ini. Ekonomi kita dibawah memang benaran lagi lesu pak.,positive,dinamika cakap publik amp intelektual bbrp perhati hidup rakyat bawah dar saran presiden baik tunda ppn ekonomi bawah benar lesu,1
4209,Erdogan walkout saat Presiden Indonesia Bapak Prabowo Subianto serukan pembelaan Palestina serta persatuan negara Isalam dan himbauan untuk tidak mempercayai Barat. bahkan saat keluar Erdogan sengaja menyenggol kursi Prabowo yang masih sedang berpidato. Emang dasar Erdogan https://t.co/kX4YiN7TpN,negative,erdogan walkout presiden indonesia prabowo subianto seru bela palestina a satu negara isalam himbauan percaya barat erdogan sengaja senggol kursi prabowo pidato emang dasar erdogan,2
4210,Masanya Presiden Prabowo mengentifikasi siapa pembantu-pembantunya baik para Menteri maupun pejabat tinggi lainnya yang masih tersandera oleh para Oligarki. Dan siapa Oligarki yang masih menancapkan kuku menggali keuntungan di atas penderitaan/kemiskinan rakyat luas.. buktikan! https://t.co/ZYCfD7PjyQ,negative,masa presiden prabowo mengentifikasi bantu bantu menteri jabat sandera oligarki oligarki tancap kuku gali untung derita miskin rakyat luas bukti,2
4211,Dear pak @prabowo Gua tag akun ente tiap hari bukan gua benci atau gak suka dgn terpilihnya ente sebagai presiden. Meskipun gua kagak pilih ente di pilpres kemaren tp gua dan semua rakyat Indonesia terus berharap negri ini diurus dgn benar......siapapun presidennya! Jangan https://t.co/MhxJsVRFcn,negative,dear gua tag akun ente gua benci gak suka dgn pilih ente presiden gua kagak pilih ente pilpres kemaren tp gua rakyat indonesia harap negri urus dgn presiden,2
4212,Gua sih gak ragu soal kemampuan pidato dan bahasa inggris lu bos @prabowo tapi kemampuan seorang presiden itu adalah membawa rakyatnya kepada kesejahteraan dan kemakmuran kalo urusan pidato di luar negeri serahin aja saja Menlu! Atau tukar aja gua yg presiden ente yg jadi https://t.co/yhJa3nzVI3,positive,gua sih gak ragu mampu pidato bahasa inggris lu bos mampu presiden bawa rakyat sejahtera makmur kalo urus pidato negeri serahin aja menlu tukar aja gua yg presiden ente yg,1
4213,Presiden Prabowo 'Ngamuk' Program Lapor Mas Wapres Dihentikan? https://t.co/RtitA65mNe,neutral,presiden prabowo ngamuk program lapor mas wapres henti,0
4214,Yos: Saya gak mau lagi berurusan dengan Galeri Nasional dan Kementerian Kebudayaan Banyak pengamat seni yg mengkritik keras ini sbg pembredelan karya seni atau sensor terhadap karya seni di era Pemerintahan Presiden Prabowo. (2/2),neutral,yos gak urus galeri nasional menteri budaya amat seni yg kritik keras sbg bredel karya seni sensor karya seni era perintah presiden prabowo,0
4215,Emang dia masih presiden RI ? Jadi yg presiden RI priode 2024 _ 2029 pak @prabowo atau @jokowi ? https://t.co/1lqCyXd8m5,negative,emang presiden ri yg presiden ri priode,2
4216,Mohon menjadi pertimbangan Bapak Presiden @prabowo ,neutral,mohon pe imbang presiden,0
4217,Ini bicara potensi dg berbagai asumsi. Kalau bicara dengan seabrek asumsi maka ekspor kulit pisang juga bisa plhn trilyun. Jika ide ini betul sebaiknya Pak Presiden @prabowo segera berikan tugas khusus ke Pak @ZUL_Hasan utk ekspor duren ganti utk batalkan kenaikan PPN 12 %.,positive,bicara potensi dg asumsi bicara abrek asumsi ekspor kulit pisang plhn trilyun ide presiden tugas khusus utk ekspor duren ganti utk batal naik ppn,1
4218,Pertemuan bersama Presiden Republik Arab Mesir Yang Mulia Abdul Fattah As-Sisi menjadi momen penting dalam kunjungan kenegaraan perdana saya di Mesir. Dalam pertemuan ini kami membahas penguatan kerja sama di sektor pendidikan perdagangan industri hingga teknologi. Saya https://t.co/5Tmo09J2qE,neutral,pe emuan presiden republik arab mesir mulia abdul fattah as sisi momen kunjung negara perdana mesir pe emuan bahas kuat kerja sektor didik dagang industri teknologi,0
4219,Banyak orang-orang bodoh yang menyalahkan @prabowo seolah-olah beliau ingkar janji padahal UU yang menaikkan PPN 12% dibuat pada tahun 2021 jauh sebelum Prabowo menjadi Presiden. Para politisi yang membuat PPN 12% menyalahkan pemerintah seolah-olah bukan mereka yang membuat.,positive,orang orang bodoh salah olah beliau ingkar janji uu naik ppn prabowo presiden politis ppn salah perintah olah,1
4220,Nah boleh nih dilaksanakan Presiden @prabowo Pajakin 100 Orang Terkaya di Indonesia. #TolakKenaikanPPN #TolakPPN12Persen https://t.co/jLYnfFDV2t,neutral,nih laksana presiden pajakin orang kaya indonesia,0
4221,@tempodotco @tempodotco ; yg teken petisi unt presiden prabowo agar batalkan ppn 12% ada 90 rb yg tidak teken tapi minta dibatalkan ; jutaan,negative,yg teken petisi unt presiden prabowo batal ppn rb yg teken batal juta,2
4222,. . EKONOMI UDAH BERAT BEGINI .. PEMERINTAH MASIH BISA MIKIR MAJAKIN RAKYAT ??!!! UDAH GILA YA LU PADA MENTRI-MENTRI EKONOMI KABINET PRESIDEN @prabowo ??!!! LU PADA MAU BIKIN INI NEGARA RUSUH ??!!! DAN ANDA PRESIDEN @prabowo MASIH MAU SETUJU SAMA KEPUTUSAN MENTRI-MENTRI https://t.co/hhK7nuvGcm,positive,ekonomi udah berat perintah mikir majakin rakyat udah gila ya lu tri tri ekonomi kabinet presiden lu bikin negara rusuh presiden tuju putus tri tri,1
4223,PRABOWO MARAH... JIWA NASIONALISME DAN PATRIOTIK MENGGELORA.... LAPORAN KEJAHATAN AGUAN SUDAH DI MEJA PRESIDEN....‼️ #ApiRevolusiHanguskanJokowi #ApiRevolusiHanguskanJokowi 🆘🆗 https://t.co/hVBIqpjhle,positive,prabowo marah jiwa nasionalisme patriotik gelora lapor jahat aguan meja presiden,1
4224,Ada yg cemburu iri dengan kedekatan ini. Anak kepada AYAH dan AYAH kepada ANAK.. Selamat bertugas Pak Presiden Prabowo Subianto Mas Wapres Gibran Rakabuming Raka https://t.co/udlkeQrYwK,positive,yg cemburu iri dekat anak ayah ayah anak selamat be ugas presiden prabowo subianto mas wapres gibran rakabuming raka,1
4225,day6 konser pergantian presiden &amp; awal periode prabowo youngk ultah demo pajak 12% lagu welcome to the show berkumandang di demo korea bener bener desak desik ,negative,day konser ganti presiden amp periode prabowo youngk ultah demo pajak lagu welcome to the show kumandang demo korea bener bener desak desik,2
4226,Presiden Prabowo menginstruksikan agar lagu kebangsaan Indonesia Raya diputar di seluruh stasiun televisi setiap jam 06.00 WIB tujuannya supaya masyarakat Indonesia lebih nasionalis dan cinta tanah air https://t.co/iEvNiRUsHk,negative,presiden prabowo instruksi lagu bangsa indonesia raya putar stasiun televisi jam wib tuju masyarakat indonesia nasionalis cinta tanah air,2
4227,Yth Pak Presiden @prabowo Mohon kembalikan tanah Rakyat Kami mohon keadilan mohon perlindungan Kepada siapa lagi Rakyat Bapak berharap ,negative,yth presiden mohon kembali tanah rakyat mohon adil mohon lindung rakyat harap,2
4228,DAN TERUS TERJADI Seorang Anggota Polisi Arogan diduga menantang carok kepada warga (18/12/2024) Polsek kota sumenep Presiden Prabowo : Tuan Abdi Negara Itu Rakyat Jika Tak Setia Berbahaya https://t.co/0IFb6ROgy1,positive,anggota polisi arogan duga tantang carok warga polsek kota sumenep presiden prabowo tuan abdi negara rakyat setia bahaya,1
4229,Makan siang bergizi gratis udah sampe ke pelosok desa️ Terima kasih Presiden Prabowo &amp; Wapres Mas Gibran https://t.co/RVLibawyt3,neutral,makan siang gizi gratis udah sampe pelosok desa terima kasih presiden prabowo amp wapres mas gibran,0
4230,Mengingat janji kampanye @prabowo tidak akan naikkan pajak. Namun belum genap 100 hari pasca dilantik jadi presiden sudah ingkar janji bagaimana kita bisa percaya 5 tahun ke depan. Oh iya: Janji adalah utang harus ditepati jika tidak ingin disebut: MEONG OMON-OMON https://t.co/2j6QuQyVfD,positive,janji kampanye naik pajak genap pasca lantik presiden ingkar janji percaya oh iya janji utang tepat meong omon omon,1
4231,Yang dulu menjuluki presiden @prabowo dgn kata2 Prabocor Mungkin saat ini ketampol dgn olok2an mereka di 2014 dulu. Karena satu persatu dibukakan kebodohan atas olok2 mereka. Mulai dr kebocoran 600 T yang diduga dilakukan pengusaha sawit ilegal guna menghindari pajak sampai https://t.co/oMiNTqZwfX,negative,juluk presiden dgn prabocor ketampol dgn olok an satu buka bodoh olok dr bocor t duga usaha sawit ilegal hindar pajak,2
4232,Tidak suka Jokowi hari ini berarti 2014 2019 harusnya Prabowo jadi Presiden hari ini Prabowo Presiden !(Belum 100 Hari ) Menyalahkan pemilih atas kebijakan Penguasa yang dianggap tidak pro rakyat adalah keGBLKan Ber-Demokrasi Hantam Pilihannya Bukan Pemilihnya https://t.co/n030AbZNYC,negative,suka jokowi bera i prabowo presiden prabowo presiden salah pilih bijak kuasa anggap pro rakyat kegblkan ber demokrasi hantam pilih pilih,2
4233,Prabowo Tetap ke Mesir di Tengah Mitos Kejatuhan Presiden https://t.co/QpMDA6tdPp,negative,prabowo mesir mitos jatuh presiden,2
4234,Rieke Diah Pitaloka meminta pemerintahan Presiden Prabowo Subianto membatalkan rencana kebijakan kenaikan PPN 12 persen. Wakil rakyat yang benar benar mewakili suara rakyat Siapa yang mau kado tahun baru ala Rieke yuk komen dibawah https://t.co/w7pQWq5ROX,negative,rieke diah pitaloka perintah presiden prabowo subianto batal rencana bijak naik ppn persen wakil rakyat wakil suara rakyat kado ala rieke yuk komen bawah,2
4235,Ada instruksi langsung Presiden Prabowo untuk menghentikan beberapa proyek2 besar termasuk tol. Trus bagemana nasib para kontraktor yg kmaren udah deal2an dgn Jokowi Yang mungkin udah kluar fulus kgak sdikit?.. https://t.co/Ad6dX1tSza https://t.co/2lucGr22Ue,negative,instruksi langsung presiden prabowo henti proyek tol trus bagemana nasib kontraktor yg kmaren udah deal an dgn jokowi udah kluar fulus kgak sdikit,2
4236,Pagi dilantik malamnya KPK menggeledah ruang Gubernur BI dan ruang lainnya terkait dugaan korupsi dana CSR Akankah KPK semakin MENAJAM tanpa pandang bulu sesuai arahan Presiden Prabowo Subianto @prabowo saat Pelantikan Pimpinan dan Dewan Pengawas KPK (16/12/24) Wait n see... https://t.co/tyNbTEk9UV,neutral,pagi lantik malam kpk geledah ruang gubernur bi ruang kait duga korupsi dana csr kpk najam pandang bulu sesuai arah presiden prabowo subianto lantik pimpin dewan awas kpk wait n see,0
4237,@kafiradikalis Lha Prabowo bisa jadi presiden krn dukungan dari para konglo klo Prabowo berani pajakin mrk keluarganya kena imbasnya posisinya pun rawan mendingan pajakin ratusan juta rakyat kecil klo dikumpulin hasilnya sama dgn 100 org terkaya gitu logikanya,negative,lha prabowo presiden krn dukung konglo klo prabowo berani pajakin mrk keluarga kena imbas posisi rawan mending pajakin ratus juta rakyat klo dikumpulin hasil dgn org kaya gitu logika,2
4238,Kalau info ini benar..Indonesia woo....pasti menjadi negara super makmur....bgmn Presiden kita yg ke 8 ini mampukah.....tanpa direcoki oligarkhi serta kroni2 presiden yl.....? Bisa ya pak? @prabowo @bang_dasco @Gerindra https://t.co/yKeWMIQjn8,positive,info indonesia woo negara super makmur bgmn presiden yg recok oligarkhi a kroni presiden yl ya,1
4239,Blm pernah terjadi di dunia sekalipun. 3 Presiden pilihan rakyat begitu asik bernyanyi trio dgn mengenakan seragam militer. @prabowo @jokowi dan @SBYudhoyono . Meskipun Pak Jokowi kurang hapal lagunya https://t.co/FDeXA046JE,neutral,blm dunia presiden pilih rakyat asik nyanyi trio dgn kena seragam militer jokowi hapal lagu,0
4240,Kesempatan langka Bpk Presiden Prabowo berbicara di hadapan anak bangsa terbaik Anak Bu Mega Anak Pak SBY Anak Pak Jokowi Beliau sendiri mantan menantu Presiden dan anak Menteri Obrolannya msh tentang bergiliran kuasa Di tengah segala masalah bangsa kita ikut tepuk tangan,negative,sempat langka bpk presiden prabowo bicara hadap anak bangsa baik anak bu mega anak sby anak jokowi beliau mantan menantu presiden anak menteri obrol msh gilir kuasa bangsa tepuk tangan,2
4241,Presiden Prabowo Subianto dan Gubernur Aceh Muzakir Manaf Saling Hormat di Akmil Megelang https://t.co/vM9rj6LfpH,neutral,presiden prabowo subianto gubernur aceh muzakir manaf hormat akmil megelang,0
4242,Mantan Menko Polhukam Mahfud MD menilai keberanian Kejaksaan Agung dalam membongkar kasus korupsi tata kelola minyak di Pertamina tidak terlepas dari restu Presiden Prabowo Subianto. &lt; #Kejagung #KorupsiPertamina #MahfudMD https://t.co/HjSJoD4llJ,neutral,mantan menko polhukam mahfud md nilai berani jaksa agung bongkar korupsi tata kelola minyak pe amina lepas restu presiden prabowo subianto lt,0
4243,Keren pak @jokowi akan datang ke Parade Senja retret kepala daerah di Magelang atas undangan bpak presiden @prabowo Para pembenci dan bani lobet kejeng2 lagi https://t.co/YBpnsHFlxJ,positive,keren parade senja retret kepala daerah magelang undang bpak presiden benci bani lobet jeng,1
4244,Warga Pesisir Utara Tangerang bisa tenang sekarang. Presiden Prabowo segera perintahkan utk mempercepat pembangunan Giant Sea Wall utk melindungi Pesisir Jawa dari abrasi yg ekstrim. Pak Prabowo tdk akan membiarkan abrasi trs menggerus tanah yg menjadi sumber penghidupan rakyat https://t.co/8xewnj67C3,positive,warga pesisir utara tangerang tenang presiden prabowo perintah utk cepat bangun giant sea wall utk lindung pesisir jawa abrasi yg ekstrim prabowo tdk biar abrasi trs gerus tanah yg sumber hidup rakyat,1
4245,Dukung Presiden dalam memberantas korupsi di Indonesia 🇲🇨 https://t.co/hzGD16PtsX,neutral,dukung presiden berantas korupsi indonesia,0
4246,SELAGI PRABOWO YANG BERKUASA JADI PRESIDEN JANGAN HARAP SI JKW DIADILI ATAU DI TANGKAP. PRABOWO AJA BERTERIMA KASIH KOK SAMA JKW SUDAH MEMBANTU PRABOWO LOLOS JADI PRESIDEN . BAHKAN PRABOWO BERTERIAK MEMUJI .... HIDUP JKW. Ya jadi gelaplah ... #INDONESIAGELAP. https://t.co/1oZ65WCYLf,negative,selagi prabowo kuasa presiden harap si jkw adil tangkap prabowo aja be erima kasih jkw bantu prabowo lolos presiden prabowo be eriak puji hidup jkw ya gelap,2
4247,Pesan dari rakyat untuk pejabat² @DPR_RI presiden @prabowo Yg penakut memerangi koruptor kakap. https://t.co/n8iLAtmopR,neutral,pesan rakyat jabat presiden yg takut rang koruptor kakap,0
4248,@Anak__Ogi Berat semua bisa diatur di Indonesia.. dan lucunya Presiden Prabowo Subianto teriak2 basmi korupsi lha dia sendiri dikelilingi orang2 yg harusnya dipenjara dan dimiskinkan hartanya.,neutral,berat atur indonesia lucu presiden prabowo subianto teriak basmi korupsi lha keliling orang yg penjara miskin ha anya,0
4249,omon omon mulu jangan2 kamu presiden boongan ya ndut ayo ngaku @prabowo,negative,omon omon mulu presiden boongan ya ndut ayo ngaku,2
4250,Saat pak @SBYudhoyono berpura-salah ucap itu sebuah pukulan buat pak @prabowo sekaligus hinaan buat si Mulyono yg doyan main presiden-presidenan https://t.co/faMLz17TKT,negative,pura salah pukul hina si mulyono yg doyan main presiden presiden,2
4251,Alhamdulillah dengan kebijakan arahan dan dukungan Bapak Presiden Jenderal TNI (Purn) H Prabowo Subianto hari ini untuk pertama kalinya Indonesia resmi memiliki Layanan Bank Emas melalui Pegadaian dan Bank Syariah Indonesia. Langkah strategis ini dijalankan dalam rangka https://t.co/IwGNpU15zn,negative,alhamdulillah bijak arah dukung presiden jenderal tni purn h prabowo subianto pe ama kali indonesia resmi milik layan bank emas gadai bank syariah indonesia langkah strategis jalan rangka,2
4252,Semoga Presiden @prabowo sedang menggulung karpet merah yg selama ini disediakan oleh rezim kepada ybs. Tapi jangan sampai hanya ganti mafia baru.,neutral,moga presiden gulung karpet merah yg sedia rezim ybs ganti mafia,0
4253,Catatan penting dan refleksi mendalam Mas Dirman senior saya yang berintegritas dan tegak lurus pada kebenaran. Salah satu pelopor reformasi sektor energi yang terpental oleh tembok kuat mafia pada waktu itu. Saya punya harapan yang sama. Semoga Presiden Prabowo punya,neutral,catat refleksi dalam mas dirman senior integritas tegak lurus benar salah pelopor reformasi sektor energi pental tembok kuat mafia harap moga presiden prabowo,0
4254,PRESIDEN PRABOWO SEDANG MENGGULUNG KARPET MERAH MAFIA MIGAS ATAU GANTI MAFIA ? Penangkapan Muhammad Kerry Andriantono Riza (MKAR) putra Mohammad Riza Chalid (MRC) oleh Kejaksaan Agung terkait dengan supply bahan baku dan BBM ke Pertamina menjadi tanda yang baik dalam,neutral,presiden prabowo gulung karpet merah mafia migas ganti mafia tangkap muhammad kerry andriantono riza mkar putra mohammad riza chalid mrc jaksa agung kait supply bahan baku bbm pe amina tanda,0
4255,Memang harusnya begini cara politik dimainkan terlalu serius juga ngga asik terlalu santai juga sama ngga asiknya. Yang penting pesan Bpk Presiden Prabowo sangat jelas bahwa bangsa Indonesia harus bersatu dan bersama-sama dalam membangun bangsa ini. Jangan suka ngambek https://t.co/IiGdjdvdB4,negative,politik main serius ngga asik santai ngga asiknya pesan bpk presiden prabowo bangsa indonesia satu bangun bangsa suka ngambek,2
4256,Sebagai pihak yang mengikuti dan ikut banyak proses terkait mafia Migas selama 20 thn saya berharap Presiden Prabowo saat ini sedang menggulung karpet merah yg selama ini disediakan oleh rezim sebelumnya kepada mafia migas yg sedang ditangkap. Kita tunggu langkah selanjutnya.,positive,ikut proses kait mafia migas thn harap presiden prabowo gulung karpet merah yg sedia rezim mafia migas yg tangkap tunggu langkah,1
4257,Baru be'bp hari yg lalu Presiden Prabowo mengatakan Mantan PM Malaysia Dr. Mahathir Mohamad usianya hampir 100 tahun &amp; msh memimpin Partai. Hari ini ada di Solo mengunjungi Bapak @jokowi Persahabatan yang terjalin sangat baik walaupun sudah tidak sama2 menjadi Pemimpin Negara https://t.co/9iVGVcKUR9,neutral,be bp yg presiden prabowo mantan pm malaysia dr mahathir mohamad usia amp msh pimpin pa ai solo unjung sahabat jalin pimpin negara,0
4258,@tanyarlfes Menurut gue bagus kebijakannya bukan berarti gue ngebela pemerintahan sekarang tp coba kalian pikir deh ada banyak yang ga suka dan takut kalo Pak Prabowo naik jadi Presiden RI karena hal seperti ini akan terbongkar satu per satu. Pak Prabowo memiliki background militer ,neutral,gue bagus bijak bera i gue ngebela perintah tp coba pikir deh ga suka takut kalo prabowo presiden ri sepe i bongkar prabowo milik background militer,0
4259, Bahan gorengan nih mumpung anget... mumpung anget...!!! Tercipta momen menarik dalam Kongres Partai Demokrat Presiden Prabowo Subianto saling hormat hingga salam gaya tos dgn Ndan Korea Bambang Pacul / Ketua DPP PDIP Bambang Wuryanto. https://t.co/DywWAQ2gMp https://t.co/RFgCgx2maV,positive,bahan goreng nih mumpung anget mumpung anget cipta momen tarik kongres pa ai demokrat presiden prabowo subianto hormat salam gaya tos dgn ndan korea bambang pacul ketua dpp pdip bambang wuryanto,1
4260,@tanyarlfes Nggak ngebelain pak prabowo ya Tapi koruptor ini mulainya mah udh dari sebelum beliau menjabat jadi presiden. Cuma keciduknya pas era beliau Mari doakan hukuman buat koruptor yang tertangkap ini bener-bener tanpa ampun.,neutral,nggak ngebelain prabowo ya koruptor mulai mah udh beliau jabat presiden ciduk pas era beliau mari doa hukum koruptor te angkap bener bener ampun,0
4261,Presiden Prabowo Subianto menyinggung aksi protes Indonesia Gelap saat berpidato di acara penutupan Kongres Demokrat di Jakarta Selasa (25/2/2025) Indonesia akan berhasil jadi negara makmur dan yang akan nikmati adalah kalian saudara-saudara yang muda-muda. Yang melihat https://t.co/uc2ylLpu3L,negative,presiden prabowo subianto singgung aksi protes indonesia gelap pidato acara tutup kongres demokrat jaka a selasa indonesia hasil negara makmur nikmat saudara saudara muda muda,2
4262,Dalam hitungan menit Bank emas diresmikan Presiden @prabowo Babak baru dimulai Cadangan emas Indonesia peringkat ke 6 dunia +- 2.600 metrik ton setelah china Tidak semua negara memiliki Bank emas Apapun dilakukan pemerintah menggali potensi dlm negeri demi kemakmuran rakyat https://t.co/kgldHAchr1,positive,hitung menit bank emas resmi presiden babak cadang emas indonesia peringkat dunia metrik ton china negara milik bank emas apa perintah gali potensi dlm negeri makmur rakyat,1
4263,Prabowo: Kalau Mau Jadi Presiden Jangan Tinggal di Menteng https://t.co/w0n36pZZzk,positive,prabowo presiden tinggal menteng,1
4264,Penutupan Kongres VI Partai Demokrat yang dihadiri langsung oleh Presiden Republik Indonesia Bapak @prabowo. Terima kasih atas kehadiran Wakil Presiden @gibran_tweet Pimpinan Lembaga Tinggi Negara Ketua-Ketua Umum Partai Politik atau yang mewakili Para Menteri Koordinator https://t.co/8c17g9HWx8,neutral,tutup kongres vi pa ai demokrat hadir langsung presiden republik indonesia terima kasih hadir wakil presiden pimpin lembaga negara ketua ketua pa ai politik wakil menteri koordinator,0
